profile,uri,method,duration
[raw],/api/radnik-prebivaliste,POST,50604900
[raw],/api/radnik-prebivaliste,POST,58763699
[raw],/api/radnik-prebivaliste,POST,47370500
[raw],/api/radnik-prebivaliste,POST,55702200
[raw],/api/radnik-prebivaliste,POST,55915400
[raw],/api/radnik-prebivaliste,POST,68271900
[raw],/api/radnik-prebivaliste,POST,56319701
[raw],/api/radnik-prebivaliste,POST,51790200
[raw],/api/radnik-prebivaliste,POST,52663000
[raw],/api/radnik-prebivaliste,POST,55770101
[raw],/api/radnik-prebivaliste,POST,55545000
[raw],/api/radnik-prebivaliste,POST,64604001
[raw],/api/radnik-prebivaliste,POST,61229600
[raw],/api/radnik-prebivaliste,POST,58022801
[raw],/api/radnik-prebivaliste,POST,80691099
[raw],/api/radnik-prebivaliste,POST,56458101
[raw],/api/radnik-prebivaliste,POST,57256000
[raw],/api/radnik-prebivaliste,POST,58514400
[raw],/api/radnik-prebivaliste,POST,53567800
[raw],/api/radnik-prebivaliste,POST,55822601
[raw],/api/radnik-prebivaliste,POST,54332600
[raw],/api/radnik-prebivaliste,POST,53141200
[raw],/api/radnik-prebivaliste,POST,49834700
[raw],/api/radnik-prebivaliste,POST,65568800
[raw],/api/radnik-prebivaliste,POST,61009200
[raw],/api/radnik-prebivaliste,POST,58355500
[raw],/api/radnik-prebivaliste,POST,94553400
[raw],/api/radnik-prebivaliste,POST,74629899
